subject_id,date,exercise,set,sensor_location,file_path
016,04_11_25,Ankle Rotation,10_slow_CW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_016_Taran/04_11_25/Ankle Rotation/MT_012002CC_000-000_00B472E6.txt
016,04_11_25,Ankle Rotation,10_fast_CCW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_016_Taran/04_11_25/Ankle Rotation/MT_012002CC_003-000_00B472EF.txt
016,04_11_25,Ankle Rotation,10_fast_CCW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_016_Taran/04_11_25/Ankle Rotation/MT_012002CC_003-000_00B472E6.txt
016,04_11_25,Ankle Rotation,10_slow_CCW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_016_Taran/04_11_25/Ankle Rotation/MT_012002CC_002-000_00B472EF.txt
016,04_11_25,Ankle Rotation,10_slow_CCW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_016_Taran/04_11_25/Ankle Rotation/MT_012002CC_002-000_00B472E6.txt
016,04_11_25,Calf Raises,10_fast,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_016_Taran/04_11_25/Calf Raises/MT_012002CC_001-000_00B472EF.txt
016,04_11_25,Calf Raises,10_fast,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_016_Taran/04_11_25/Calf Raises/MT_012002CC_001-000_00B472E6.txt
016,04_11_25,Calf Raises,10_slow,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_016_Taran/04_11_25/Calf Raises/MT_012002CC_000-000_00B472EF.txt
016,04_11_25,Calf Raises,10_slow,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_016_Taran/04_11_25/Calf Raises/MT_012002CC_000-000_00B472E6.txt
016,04_11_25,Calibration,default,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_016_Taran/04_11_25/Calibration/MT_012002CC_000-000_00B472EF.txt
016,04_11_25,Calibration,default,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_016_Taran/04_11_25/Calibration/MT_012002CC_000-000_00B472E6.txt
016,04_11_25,Heel Walk,toe_low,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_016_Taran/04_11_25/Heel Walking/MT_012002CC_001-000_00B472EF.txt
016,04_11_25,Heel Walk,toe_low,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_016_Taran/04_11_25/Heel Walking/MT_012002CC_001-000_00B472E6.txt
016,04_11_25,Heel Walk,toe_high,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_016_Taran/04_11_25/Heel Walking/MT_012002CC_000-000_00B472EF.txt
016,04_11_25,Heel Walk,toe_high,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_016_Taran/04_11_25/Heel Walking/MT_012002CC_000-000_00B472E6.txt
016,04_11_25,Knee to Wall,default,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_016_Taran/04_11_25/Knee to Wall/MT_012002CC_000-000_00B472EF.txt
016,04_11_25,Knee to Wall,default,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_016_Taran/04_11_25/Knee to Wall/MT_012002CC_000-000_00B472E6.txt
014,11_04_25,Ankle Rotation,10_slow_CCW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_014_Niveditha/11_04_25/Ankle Rotation/MT_012002CC_002-000_00B4737C.txt
014,11_04_25,Ankle Rotation,10_fast_CW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_014_Niveditha/11_04_25/Ankle Rotation/MT_012002CC_001-000_00B472EC.txt
014,11_04_25,Ankle Rotation,10_fast_CCW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_014_Niveditha/11_04_25/Ankle Rotation/MT_012002CC_003-000_00B4737C.txt
014,11_04_25,Ankle Rotation,10_slow_CW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_014_Niveditha/11_04_25/Ankle Rotation/MT_012002CC_000-000_00B472EC.txt
014,11_04_25,Ankle Rotation,10_slow_CW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_014_Niveditha/11_04_25/Ankle Rotation/MT_012002CC_000-000_00B4737C.txt
014,11_04_25,Ankle Rotation,10_fast_CCW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_014_Niveditha/11_04_25/Ankle Rotation/MT_012002CC_003-000_00B472EC.txt
014,11_04_25,Ankle Rotation,10_fast_CW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_014_Niveditha/11_04_25/Ankle Rotation/MT_012002CC_001-000_00B4737C.txt
014,11_04_25,Ankle Rotation,10_slow_CCW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_014_Niveditha/11_04_25/Ankle Rotation/MT_012002CC_002-000_00B472EC.txt
014,11_04_25,Calf Raises,10_fast,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_014_Niveditha/11_04_25/Calf Raises/MT_012002CC_001-000_00B472EC.txt
014,11_04_25,Calf Raises,10_slow,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_014_Niveditha/11_04_25/Calf Raises/MT_012002CC_000-000_00B472EC.txt
014,11_04_25,Calf Raises,10_slow,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_014_Niveditha/11_04_25/Calf Raises/MT_012002CC_000-000_00B4737C.txt
014,11_04_25,Calf Raises,10_fast,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_014_Niveditha/11_04_25/Calf Raises/MT_012002CC_001-000_00B4737C.txt
014,11_04_25,Calibration,default,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_014_Niveditha/11_04_25/Calibration/MT_012002CC_000-000_00B472EC.txt
014,11_04_25,Calibration,default,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_014_Niveditha/11_04_25/Calibration/MT_012002CC_000-000_00B4737C.txt
014,11_04_25,Heel Walk,toe_low,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_014_Niveditha/11_04_25/Heel Walking/MT_012002CC_001-000_00B472EC.txt
014,11_04_25,Heel Walk,toe_high,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_014_Niveditha/11_04_25/Heel Walking/MT_012002CC_000-000_00B472EC.txt
014,11_04_25,Heel Walk,toe_high,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_014_Niveditha/11_04_25/Heel Walking/MT_012002CC_000-000_00B4737C.txt
014,11_04_25,Heel Walk,toe_low,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_014_Niveditha/11_04_25/Heel Walking/MT_012002CC_001-000_00B4737C.txt
014,11_04_25,Knee to Wall,default,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_014_Niveditha/11_04_25/Knee to Wall/MT_012002CC_000-000_00B472EC.txt
014,11_04_25,Knee to Wall,default,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_014_Niveditha/11_04_25/Knee to Wall/MT_012002CC_000-000_00B4737C.txt
020,11_07_25,Ankle Rotation,10_slow_CCW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_020_Alexa/11_07_25/Ankle Rotation/MT_012002CC_002-000_00B4737C.txt
020,11_07_25,Ankle Rotation,10_fast_CW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_020_Alexa/11_07_25/Ankle Rotation/MT_012002CC_001-000_00B472EC.txt
020,11_07_25,Ankle Rotation,10_fast_CCW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_020_Alexa/11_07_25/Ankle Rotation/MT_012002CC_003-000_00B4737C.txt
020,11_07_25,Ankle Rotation,10_slow_CW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_020_Alexa/11_07_25/Ankle Rotation/MT_012002CC_000-000_00B472EC.txt
020,11_07_25,Ankle Rotation,10_slow_CW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_020_Alexa/11_07_25/Ankle Rotation/MT_012002CC_000-000_00B4737C.txt
020,11_07_25,Ankle Rotation,10_fast_CCW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_020_Alexa/11_07_25/Ankle Rotation/MT_012002CC_003-000_00B472EC.txt
020,11_07_25,Ankle Rotation,10_fast_CW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_020_Alexa/11_07_25/Ankle Rotation/MT_012002CC_001-000_00B4737C.txt
020,11_07_25,Ankle Rotation,10_slow_CCW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_020_Alexa/11_07_25/Ankle Rotation/MT_012002CC_002-000_00B472EC.txt
020,11_07_25,Calf Raises,10_fast,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_020_Alexa/11_07_25/Calf Raises/MT_012002CC_001-000_00B472EC.txt
020,11_07_25,Calf Raises,10_slow,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_020_Alexa/11_07_25/Calf Raises/MT_012002CC_000-000_00B472EC.txt
020,11_07_25,Calf Raises,10_slow,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_020_Alexa/11_07_25/Calf Raises/MT_012002CC_000-000_00B4737C.txt
020,11_07_25,Calf Raises,10_fast,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_020_Alexa/11_07_25/Calf Raises/MT_012002CC_001-000_00B4737C.txt
020,11_07_25,Calibration,default,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_020_Alexa/11_07_25/Calibration/MT_012002CC_000-000_00B472EC.txt
020,11_07_25,Calibration,default,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_020_Alexa/11_07_25/Calibration/MT_012002CC_000-000_00B4737C.txt
020,11_07_25,Heel Walk,toe_low,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_020_Alexa/11_07_25/Heel Walking/MT_012002CC_001-000_00B472EC.txt
020,11_07_25,Heel Walk,toe_high,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_020_Alexa/11_07_25/Heel Walking/MT_012002CC_000-000_00B472EC.txt
020,11_07_25,Heel Walk,toe_high,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_020_Alexa/11_07_25/Heel Walking/MT_012002CC_000-000_00B4737C.txt
020,11_07_25,Heel Walk,toe_low,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_020_Alexa/11_07_25/Heel Walking/MT_012002CC_001-000_00B4737C.txt
020,11_07_25,Knee to Wall,default,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_020_Alexa/11_07_25/Knee to Wall/MT_012002CC_000-000_00B472EC.txt
020,11_07_25,Knee to Wall,default,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_020_Alexa/11_07_25/Knee to Wall/MT_012002CC_000-000_00B4737C.txt
024,11_11_2025,Ankle Rotation,10_slow_CCW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_024_Simon/11_11_2025/Ankle Rotation/MT_012002CC_002-000_00B4737C.txt
024,11_11_2025,Ankle Rotation,10_fast_CW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_024_Simon/11_11_2025/Ankle Rotation/MT_012002CC_001-000_00B472EC.txt
024,11_11_2025,Ankle Rotation,10_fast_CCW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_024_Simon/11_11_2025/Ankle Rotation/MT_012002CC_003-000_00B4737C.txt
024,11_11_2025,Ankle Rotation,10_slow_CW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_024_Simon/11_11_2025/Ankle Rotation/MT_012002CC_000-000_00B472EC.txt
024,11_11_2025,Ankle Rotation,10_slow_CW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_024_Simon/11_11_2025/Ankle Rotation/MT_012002CC_000-000_00B4737C.txt
024,11_11_2025,Ankle Rotation,10_fast_CCW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_024_Simon/11_11_2025/Ankle Rotation/MT_012002CC_003-000_00B472EC.txt
024,11_11_2025,Ankle Rotation,10_fast_CW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_024_Simon/11_11_2025/Ankle Rotation/MT_012002CC_001-000_00B4737C.txt
024,11_11_2025,Ankle Rotation,10_slow_CCW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_024_Simon/11_11_2025/Ankle Rotation/MT_012002CC_002-000_00B472EC.txt
024,11_11_2025,Calf Raises,10_fast,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_024_Simon/11_11_2025/Calf Raises/MT_012002CC_001-000_00B472EC.txt
024,11_11_2025,Calf Raises,10_slow,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_024_Simon/11_11_2025/Calf Raises/MT_012002CC_000-000_00B472EC.txt
024,11_11_2025,Calf Raises,10_slow,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_024_Simon/11_11_2025/Calf Raises/MT_012002CC_000-000_00B4737C.txt
024,11_11_2025,Calf Raises,10_fast,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_024_Simon/11_11_2025/Calf Raises/MT_012002CC_001-000_00B4737C.txt
024,11_11_2025,Calibration,default,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_024_Simon/11_11_2025/Calibration/MT_012002CC_000-000_00B472EC.txt
024,11_11_2025,Calibration,default,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_024_Simon/11_11_2025/Calibration/MT_012002CC_000-000_00B4737C.txt
024,11_11_2025,Heel Walk,toe_low,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_024_Simon/11_11_2025/Heel Walking/MT_012002CC_001-000_00B472EC.txt
024,11_11_2025,Heel Walk,toe_high,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_024_Simon/11_11_2025/Heel Walking/MT_012002CC_000-000_00B472EC.txt
024,11_11_2025,Heel Walk,toe_high,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_024_Simon/11_11_2025/Heel Walking/MT_012002CC_000-000_00B4737C.txt
024,11_11_2025,Heel Walk,toe_low,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_024_Simon/11_11_2025/Heel Walking/MT_012002CC_001-000_00B4737C.txt
024,11_11_2025,Knee to Wall,default,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_024_Simon/11_11_2025/Knee to Wall/MT_012002CC_000-000_00B472EC.txt
024,11_11_2025,Knee to Wall,default,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_024_Simon/11_11_2025/Knee to Wall/MT_012002CC_000-000_00B4737C.txt
026,11_11_2025,Ankle Rotation,10_slow_CCW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_026_Ananya/11_11_2025/Ankle Rotation/MT_012002CC_002-000_00B4737C.txt
026,11_11_2025,Ankle Rotation,10_fast_CW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_026_Ananya/11_11_2025/Ankle Rotation/MT_012002CC_001-000_00B472EC.txt
026,11_11_2025,Ankle Rotation,10_fast_CCW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_026_Ananya/11_11_2025/Ankle Rotation/MT_012002CC_003-000_00B4737C.txt
026,11_11_2025,Ankle Rotation,10_slow_CW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_026_Ananya/11_11_2025/Ankle Rotation/MT_012002CC_000-000_00B472EC.txt
026,11_11_2025,Ankle Rotation,10_slow_CW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_026_Ananya/11_11_2025/Ankle Rotation/MT_012002CC_000-000_00B4737C.txt
026,11_11_2025,Ankle Rotation,10_fast_CCW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_026_Ananya/11_11_2025/Ankle Rotation/MT_012002CC_003-000_00B472EC.txt
026,11_11_2025,Ankle Rotation,10_fast_CW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_026_Ananya/11_11_2025/Ankle Rotation/MT_012002CC_001-000_00B4737C.txt
026,11_11_2025,Ankle Rotation,10_slow_CCW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_026_Ananya/11_11_2025/Ankle Rotation/MT_012002CC_002-000_00B472EC.txt
026,11_11_2025,Calf Raises,10_fast,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_026_Ananya/11_11_2025/Calf Raises/MT_012002CC_001-000_00B472EC.txt
026,11_11_2025,Calf Raises,10_slow,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_026_Ananya/11_11_2025/Calf Raises/MT_012002CC_000-000_00B472EC.txt
026,11_11_2025,Calf Raises,10_slow,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_026_Ananya/11_11_2025/Calf Raises/MT_012002CC_000-000_00B4737C.txt
026,11_11_2025,Calf Raises,10_fast,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_026_Ananya/11_11_2025/Calf Raises/MT_012002CC_001-000_00B4737C.txt
026,11_11_2025,Calibration,default,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_026_Ananya/11_11_2025/Calibration/MT_012002CC_000-000_00B472EC.txt
026,11_11_2025,Calibration,default,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_026_Ananya/11_11_2025/Calibration/MT_012002CC_000-000_00B4737C.txt
026,11_11_2025,Heel Walk,toe_low,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_026_Ananya/11_11_2025/Heel Walking/MT_012002CC_001-000_00B472EC.txt
026,11_11_2025,Heel Walk,toe_high,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_026_Ananya/11_11_2025/Heel Walking/MT_012002CC_000-000_00B472EC.txt
026,11_11_2025,Heel Walk,toe_high,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_026_Ananya/11_11_2025/Heel Walking/MT_012002CC_000-000_00B4737C.txt
026,11_11_2025,Heel Walk,toe_low,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_026_Ananya/11_11_2025/Heel Walking/MT_012002CC_001-000_00B4737C.txt
026,11_11_2025,Knee to Wall,default,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_026_Ananya/11_11_2025/Knee to Wall/MT_012002CC_000-000_00B472EC.txt
026,11_11_2025,Knee to Wall,default,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_026_Ananya/11_11_2025/Knee to Wall/MT_012002CC_000-000_00B4737C.txt
012,11_04_25,Ankle Rotation,10_slow_CCW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_012_Tiffany/11_04_25/Ankle Rotation/MT_012002CC_002-000_00B4737C.txt
012,11_04_25,Ankle Rotation,10_fast_CW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_012_Tiffany/11_04_25/Ankle Rotation/MT_012002CC_001-000_00B472EC.txt
012,11_04_25,Ankle Rotation,10_fast_CCW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_012_Tiffany/11_04_25/Ankle Rotation/MT_012002CC_003-000_00B4737C.txt
012,11_04_25,Ankle Rotation,10_slow_CW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_012_Tiffany/11_04_25/Ankle Rotation/MT_012002CC_000-000_00B472EC.txt
012,11_04_25,Ankle Rotation,10_slow_CW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_012_Tiffany/11_04_25/Ankle Rotation/MT_012002CC_000-000_00B4737C.txt
012,11_04_25,Ankle Rotation,10_fast_CCW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_012_Tiffany/11_04_25/Ankle Rotation/MT_012002CC_003-000_00B472EC.txt
012,11_04_25,Ankle Rotation,10_fast_CW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_012_Tiffany/11_04_25/Ankle Rotation/MT_012002CC_001-000_00B4737C.txt
012,11_04_25,Ankle Rotation,10_slow_CCW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_012_Tiffany/11_04_25/Ankle Rotation/MT_012002CC_002-000_00B472EC.txt
012,11_04_25,Calf Raises,10_fast,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_012_Tiffany/11_04_25/Calf Raises/MT_012002CC_001-000_00B472EC.txt
012,11_04_25,Calf Raises,10_slow,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_012_Tiffany/11_04_25/Calf Raises/MT_012002CC_000-000_00B472EC.txt
012,11_04_25,Calf Raises,10_slow,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_012_Tiffany/11_04_25/Calf Raises/MT_012002CC_000-000_00B4737C.txt
012,11_04_25,Calf Raises,10_fast,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_012_Tiffany/11_04_25/Calf Raises/MT_012002CC_001-000_00B4737C.txt
012,11_04_25,Calibration,default,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_012_Tiffany/11_04_25/Calibration/MT_012002CC_000-000_00B472EC.txt
012,11_04_25,Calibration,default,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_012_Tiffany/11_04_25/Calibration/MT_012002CC_000-000_00B4737C.txt
012,11_04_25,Heel Walk,toe_low,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_012_Tiffany/11_04_25/Heel Walking/MT_012002CC_001-000_00B472EC.txt
012,11_04_25,Heel Walk,toe_high,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_012_Tiffany/11_04_25/Heel Walking/MT_012002CC_000-000_00B472EC.txt
012,11_04_25,Heel Walk,toe_high,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_012_Tiffany/11_04_25/Heel Walking/MT_012002CC_000-000_00B4737C.txt
012,11_04_25,Heel Walk,toe_low,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_012_Tiffany/11_04_25/Heel Walking/MT_012002CC_001-000_00B4737C.txt
012,11_04_25,Knee to Wall,default,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_012_Tiffany/11_04_25/Knee to Wall/MT_012002CC_000-000_00B472EC.txt
012,11_04_25,Knee to Wall,default,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_012_Tiffany/11_04_25/Knee to Wall/MT_012002CC_000-000_00B4737C.txt
018,11_07_25,Ankle Rotation,10_slow_CCW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_018_Binal/11_07_25/Ankle Rotation/MT_012002CC_002-000_00B4737C.txt
018,11_07_25,Ankle Rotation,10_fast_CW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_018_Binal/11_07_25/Ankle Rotation/MT_012002CC_001-000_00B472EC.txt
018,11_07_25,Ankle Rotation,10_fast_CCW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_018_Binal/11_07_25/Ankle Rotation/MT_012002CC_003-000_00B4737C.txt
018,11_07_25,Ankle Rotation,10_slow_CW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_018_Binal/11_07_25/Ankle Rotation/MT_012002CC_000-000_00B472EC.txt
018,11_07_25,Ankle Rotation,10_slow_CW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_018_Binal/11_07_25/Ankle Rotation/MT_012002CC_000-000_00B4737C.txt
018,11_07_25,Ankle Rotation,10_fast_CCW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_018_Binal/11_07_25/Ankle Rotation/MT_012002CC_003-000_00B472EC.txt
018,11_07_25,Ankle Rotation,10_fast_CW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_018_Binal/11_07_25/Ankle Rotation/MT_012002CC_001-000_00B4737C.txt
018,11_07_25,Ankle Rotation,10_slow_CCW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_018_Binal/11_07_25/Ankle Rotation/MT_012002CC_002-000_00B472EC.txt
018,11_07_25,Calf Raises,10_fast,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_018_Binal/11_07_25/Calf Raises/MT_012002CC_001-000_00B472EC.txt
018,11_07_25,Calf Raises,10_slow,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_018_Binal/11_07_25/Calf Raises/MT_012002CC_000-000_00B472EC.txt
018,11_07_25,Calf Raises,10_slow,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_018_Binal/11_07_25/Calf Raises/MT_012002CC_000-000_00B4737C.txt
018,11_07_25,Calf Raises,10_fast,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_018_Binal/11_07_25/Calf Raises/MT_012002CC_001-000_00B4737C.txt
018,11_07_25,Calibration,default,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_018_Binal/11_07_25/Calibration/MT_012002CC_000-000_00B472EC.txt
018,11_07_25,Calibration,default,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_018_Binal/11_07_25/Calibration/MT_012002CC_000-000_00B4737C.txt
018,11_07_25,Heel Walk,toe_low,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_018_Binal/11_07_25/Heel Walking/MT_012002CC_001-000_00B472EC.txt
018,11_07_25,Heel Walk,toe_high,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_018_Binal/11_07_25/Heel Walking/MT_012002CC_000-000_00B472EC.txt
018,11_07_25,Heel Walk,toe_high,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_018_Binal/11_07_25/Heel Walking/MT_012002CC_000-000_00B4737C.txt
018,11_07_25,Heel Walk,toe_low,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_018_Binal/11_07_25/Heel Walking/MT_012002CC_001-000_00B4737C.txt
018,11_07_25,Knee to Wall,default,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_018_Binal/11_07_25/Knee to Wall/MT_012002CC_000-000_00B472EC.txt
018,11_07_25,Knee to Wall,default,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_018_Binal/11_07_25/Knee to Wall/MT_012002CC_000-000_00B4737C.txt
009,10_31_25,Ankle Rotation,10_slow_CCW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_009_Jenny/10_31_25/Ankle Rotation/MT_012002CC_002-000_00B4737C.txt
009,10_31_25,Ankle Rotation,10_fast_CW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_009_Jenny/10_31_25/Ankle Rotation/MT_012002CC_001-000_00B472EC.txt
009,10_31_25,Ankle Rotation,10_fast_CCW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_009_Jenny/10_31_25/Ankle Rotation/MT_012002CC_003-000_00B4737C.txt
009,10_31_25,Ankle Rotation,10_slow_CW,shank,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_009_Jenny/10_31_25/Ankle Rotation/MT_012002CC_000-000_00B472EC.txt
009,10_31_25,Ankle Rotation,10_slow_CW,foot,/Users/dhritigabani/Capstone/preprocessing/../dataset/Subject_009_Jenny/10_31_25/Ankle Rotation/MT_012002CC_000-000_00B4737C.txt
